NO;UNIT NAME;MAKER/PRODUCT;UNIT TYPE;UNIT CODE NUMBER;UNIT SERIAL NUMBER;ENGINE MODEL;ENGINE MNEMONIC;ENGINE SERIAL NUMBER
732;GENSET;PERKINS;PL135P;GS1289;PP82576R035082H;;;0
733;GENSET;PERKINS;PL135P;GS1290;PP82576R037713H;;;0
734;GENSET;PERKINS;PL30;GS505;U223063T;1104A-44TG1;PERKINS;DJ512794223067.T
735;GENSET;PERKINS;PL30;GS506;U223067T;1103A-33G;PERKINS;RS51276U490015T
736;GENSET;KOMATSU;EGS630-6;GS407;65170;SAA6D140-P580;KOMATSU;"36051 (NOW)
38078 (ASLI)"
737;GENSET;KOMATSU;EGS630-6;GS363;65110;SAA6D140-P580;KOMATSU;"38078 (NOW)
36051 (ASLI)"
738;GENSET;PERKINS;PL30;GS499;U223069T;1104A-44TG1;PERKINS;RS51276U223069T
739;GENSET;KOMATSU;EGS630-6;GS622;65283;SAA6D140-P580;KOMATSU;65283
740;GENSET;PERKINS;PL200P;GS552;N10139U;1306C-E87TAG3;PERKINS;N101394WGDF7002
741;GENSET;PERKINS;PL65P;GS709;RS51276U548288W;1104A-44TG1;PERKINS;RS51276U548288W
742;GENSET;PERKINS;PL135P;GS637;U931677V;;;0
743;GENSET;PERKINS;PL65P;GS558;RS51276U496213T;2510/1500;PERKINS;U496213T
744;MEGA TOWER;KUBOTA;J320;GS416;901564;V1305;KUBOTA;8N0054
745;MINI TOWER;KUBOTA;J320;GS487;901557;V1305;KUBOTA;0
746;GENSET;KOMATSU;EGS380-6;GS304;60016;SAA6D125-P400;KOMATSU;93093
747;MEGA TOWER;KUBOTA;J310;GS285;700647;V1305;KUBOTA;CE3823
748;MEGA TOWER;KUBOTA;J310;GS283;CO700513;D722;KUBOTA;200603
749;TOWER LAMP;KUBOTA;J310;TL332;702586;D722;KUBOTA;8L3927
750;TOWER LAMP;KUBOTA;J310;TL333;702634;D722;KUBOTA;8L9554
751;TOWER LAMP;KUBOTA;J310;TL329;702257;D722;KUBOTA;7U5294
752;TOWER LAMP;PDP;LS4-6000;TL124;LS4-0300009;V1305-BG2-SAE-1;KUBOTA;2Q 0943
753;TOWER LAMP;AMIDA;MDL AL4000;TL075;9710-44301;D906;KUBOTA;L116265
754;TOWER LAMP;AMIDA;MDL AL4000;TL084;N/A;V1903;KUBOTA;2192
755;GENSET;PERKINS;PL27 Visa;GS251;30115;CM35007;PERKINS;U136973H
756;GENSET;PERKINS;PL27 Visa;GS276;3747/02;2318 / 1800;PERKINS;CM51029 U168717J
757;GENSET;CUMMINS;310DFCC;GS281;L96A001874;NTA855-64;CUMMINS;11822542
758;GENSET;PERKINS;PL200P;GS230;?;2006TG1A;PERKINS;U0686G
759;GENSET;PERKINS;PL300P;GS289;?;2006TW2;PERKINS;SGK060583U2639H
760;GENSET;YAMAKOYO;;GS383;;;;0
761;GENSET;YAMAKOYO;;GS384;;;;0
762;GENSET;YANMAR;YDG5001SE-D;GS418;Y511081116;L100AE;YANMAR;1581
763;GENSET;YANMAR;YDG5001SE-D;GS419;Y4,2-994-08;L100AE;YANMAR;1749
764;GENSET;PERKINS;PL135P;GS386;YD37746 U899119S;1006 - TAG2;PERKINS;081126-0-022B
765;MINI TOWER;KUBOTA;J320;GS483;190620;;;0
766;GENSET;PERKINS;PL135P;GS490;U909111T;1007 - TAG2;PERKINS;U909111T
767;GENSET;PERKINS;PL300P;GS282;CO72580103;2006TAG2;PERKINS;SGB060226U3603F
768;GENSET;PERKINS;PL65P;GS525;U490015T;1104A-44TG1;PERKINS;RS51276U490015T
769;GENSET;PERKINS;PL65P;GS372;RS51276U39084;2510/1500;PERKINS;U39084
770;TOWER LAMP;KUBOTA;J310;TL330;702049;D722;KUBOTA;7G2233
771;TOWER LAMP;PDP;L8-4MH / 2003C;TL128;336536 UDN819;D 1105;KUBOTA;2S 3303
772;GENSET;PERKINS;PL65P;GS466;U488932T;1104A-44TG1;PERKINS;RS51276U488932T
773;GENSET;KOMATSU;EGS630-6;GS679;65332;SAA6D140-P580;KOMATSU;39778
774;GENSET;PERKINS;PL350P;GS385;78294;2306C-E14TAG;PERKINS;FGBF4021 U16455S
775;GENSET;KOMATSU;EGS630-6;GS397;65142;SAA6D140;KOMATSU;36800
776;GENSET;KOMATSU;EGS630-6;GS523;65218;SAA6D140-P580;KOMATSU;38846
777;GENSET;PERKINS;PL65P;GS559;RS51276U496217T;2510/1500;PERKINS;U496217T
778;WATER PUMP;MULTIFLO;MFV-420C;WP249;MFC-420-23-05.14;3412C  (GS552);CATERPILLAR;EN38S21071
779;WATER PUMP;MULTIFLO;MFV-420C;WP256;MFC-420-25-07.14;3412C;CATERPILLAR;EN38S19771
780;WATER PUMP;MULTIFLO;MFV-420C;WP258;MFC-420-26-07.14;3412C;CATERPILLAR;EN38S21135
781;WATER PUMP;MULTIFLO;MFV-420C;WP268;MFC-420-30-01.15;3412C;CATERPILLAR;EN38S21138
782;WATER PUMP;WARMAN;EWP420;WP275;049-010004-001;SAA6D140-P580;KOMATSU;EN32123
783;WATER PUMP;MULTIFLO;MFV-420C;WP315;MFC-420-40-05.16;3412C;CATERPILLAR;EN38S23486
784;WATER PUMP;WARMAN;EWP420;WP327;SY72737;SAA6D140-P580;KOMATSU;EN32893
785;WATER PUMP;WARMAN;EWP420;WP328;60050;SAA6D140-P580;KOMATSU;EN32643
786;DEWATERING PUMP;LEGRA;LEGRA 140;WP330;140-60;D905;KUBOTA;EN3A1710
787;DEWATERING PUMP;LEGRA;LEGRA 140;WP398;140-83;D905;KUBOTA;EN7Y1668
788;WATER PUMP;WARMAN;EWP420;WP350;40144;SAA6D140-P580;KOMATSU;EN33134
789;WATER PUMP;WARMAN;EWP420;WP358;40139;SAA6D140-P580;KOMATSU;EN34188
790;WATER PUMP;MULTIFLO;MFV-420C;WP390;MFVC-420-97-03.19;3412C;CATERPILLAR;EN38S25070
791;WATER PUMP;MULTIFLO;MFV290M;WP399;MF-290-058-01.10;CAT 3056;CATERPILLAR;1ML04328
792;WATER PUMP;MULTIFLO;MF-420E;WP405;MF-420E-124-04.10;C27;CATERPILLAR;TWM01169
793;WATER PUMP;MULTIFLO;MF-420E;WP409;MF-420E-126-05.10;C27;CATERPILLAR;TWM01253
794;WATER PUMP;MULTIFLO;MF-420E;WP416;MF-420E-144-06.10;C27;CATERPILLAR;TWM01293
795;WATER PUMP;MULTIFLO;MF-420E;WP417;MF-420E-146-07.10;C27;CATERPILLAR;C27TWM01314
796;WATER PUMP;WARMAN;EWP420;WP448;65101;GS477;KOMATSU;105506
797;WATER PUMP;WARMAN;EWP420;WP449;65102;GS478;KOMATSU;105508
798;WATER PUMP;WARMAN;EWP420;WP471;65116;GS546;KOMATSU;105813
799;WATER PUMP;MULTIFLO;MF-420E;WP490;MF-420E-178-08-21;C27;CATERPILLAR;TWM01704
800;WATER PUMP;MULTIFLO;MF-420E;WP495;MF-420E-187-09-21;C27;CATERPILLAR;TWM01745
801;WATER PUMP;WARMAN;EWP420;WP498;65132;GS567;KOMATSU;106310
802;WATER PUMP;WARMAN;EWP420;WP499;65221;GS532;KOMATSU;38900
803;WATER PUMP;WARMAN;EWP420;WP501;65256;GS590;KOMATSU;39121
804;WATER PUMP;WARMAN;EWP420;WP502;65255;GS589;KOMATSU;39117
805;WATER PUMP;WARMAN;EWP420;WP534;65139;GS574;KOMATSU;106259
806;WATER PUMP;WARMAN;EWP420;WP535;32/MDP/BPM/11;;;106460
807;WATER PUMP;WARMAN;EWP420;WP536;65128;SAA6D125-P400;KOMATSU;106268
808;WATER PUMP;WARMAN;EWP420;WP748;65558;SAA6D140-P580;KOMATSU;41625
809;WATER PUMP;WARMAN;EWP420;WP749;1;;KOMATSU;0
810;WATER PUMP;MULTIFLO;MF-420E;WP505;MF-420E-203-11-21;C27;CATERPILLAR;TWM01993
811;WATER PUMP;MULTIFLO;MFV290C;WP541;MF.290.077.04.22;CAT C7,1;CATERPILLAR;1ML04438
812;WATER PUMP;MULTIFLO;MFV290C;WP573;MF-290-092-05.23;CAT C7,1;CATERPILLAR;M7500181
813;WATER PUMP;MULTIFLO;MF-420EX;WP670;MF-420EX-377-05.25;C27;CATERPILLAR;TWM03765
814;WATER PUMP;MULTIFLO;MF-420EXHV;WP754;MF-420EXHV-409-10.26;C27;CATERPILLAR;TWM04719
815;WATER PUMP;MULTIFLO;MF-420EXHV;WP755;MF-420XVH-413-02.27;C27;CATERPILLAR;TWM04752
816;WATER PUMP;MULTIFLO;MF-420E;WP491;179-08-21;C27;;TWM01749
817;WATER PUMP;MULTIFLO;MF-420EXHV;WP760;XVH-414-02,27;C27;;TWM05010
818;WATER PUMP;WARMAN;EWP420;WP437;65098;GS472/SAA6D125-P400;KOMATSU;105495
819;WATER PUMP;MULTIFLO;MF-420EXHV;WP763;VH-417-07.27;C27;;0
820;WATER PUMP;MULTIFLO;MF-420EXHV;WP764;VH-418-08.27;C27;;TWM05040
821;MUD PUMP;DREDGER PUMP;ARTAMA;WP453;1;HD785-5;ENC1-12804;0
822;MUD PUMP;DREDGER TYRE HY85/160B;DRHY85/160B;WP791;5427;;;0
823;MUD PUMP;DREDGER TYRE HY85/160B;DRHY85/160B;WP792;1;;;0
824;WATER PUMP;MULTIFLO;MF-420EXXHV;WP855;MF-420EXHV-524-02.29;C32;CATERPILLAR;TLD01855
825;WATER PUMP;MULTIFLO;MF-420EXXHV;WP856;MF-420EXHV-523-02.29;C32;CATERPILLAR;TLD01856
826;WATER PUMP;MULTIFLO;MF-420EXXHV;WP857;MF-420EXHV-522-02.29;C32;CATERPILLAR;TLD01841
827;WATER PUMP;MULTIFLO;MF-420EXXHV;WP863;MF-420EXHV-525-02.29;C32;CATERPILLAR;TLD01857
828;WATER PUMP;MULTIFLO;MF-420EXXHV;WP864;MF-420EXHV-526-02.29;C32;CATERPILLAR;TLD01865
829;WATER PUMP;MULTIFLO;MF-420EXHV;WP943;MF-420EXHV-603-02.20;C27;CATERPILLAR;TWM06393
830;WATER PUMP;MULTIFLO;MF-420EXHV;WP945;MF-420EXHV-604-02.20;C27;CATERPILLAR;TWM06450
831;WATER PUMP;MULTIFLO;MFV290C;WP972;MF-290-128-05.20;CAT C7,1;CATERPILLAR;M7500104
832;WATER PUMP;DREDGER PUMP;DREDGERPUMP;WP676;ENHD7857001;HD785-7;;0
833;WATER PUMP;WARMAN;EWP420;WP794;P94001-1711111;SAA6D140;KOMATSU;40600
834;WATER PUMP;WARMAN;EWP420;WP821;PJ9301-1711114;SAA6D140;KOMATSU;41629
835;WATER PUMP;WARMAN;EWP420;WP823;PJ9301-1711113;SAA6D140;KOMATSU;42106
836;WATER PUMP;MULTIFLO;MF-420EX;WP743;MF-420EXHV-406-09.26;C27;CATERPILLAR;TWM04651
837;WATER PUMP;MULTIFLO;MEB-420EXHV;WP895;ME-420EXHVB-046-04.29;WEG355A/B;;0
838;WATER PUMP;MULTIFLO;MEB-420EXHV;WP897;ME-420EXHVB-047-04.29;WEG355A/B;;0
839;WATER PUMP;MULTIFLO;MF-420E;WP529;MF-420E-204-03.22;C27;;TWM02356
840;WATER PUMP;WARMAN;EWP420;WP714;PJ9301-1511115;MLA135GB;;0
841;WATER PUMP;MULTIFLO;MEB-420EXHV;WP902;ME-420EXHVB-050-04.29;WEG355A/B;;1041960416
842;WATER PUMP;MULTIFLO;MEB-420EXHV;WP898;ME-420EXHVB-048-04.29;WEG355A/B;;1041960419
843;BIG PUMP;BIG PUMP;MUYUAN 12/10;WP684;SGS/002/K/14, SPN/002/K/14, SBP/002/K/14;MLA9456B;;140SJ127NS1 , 140SJ126NS1
844;GS BIG PUMP;BIG PUMP;EGS630-6;GS807;65476;;;0
845;GS BIG PUMP;BIG PUMP;EGS630-6;GS808;65477;;;0
846;GS BIG PUMP;BIG PUMP;EGS630-6;GS809;65501;;;0
847;BIG PUMP;BIG PUMP;MUYUAN 12/10;WP683;SGS/001/K/14, SPN/001/K/14, SBP/001/K/14;MLA9456B;;1309J130NS1 , 1309J130NS2
848;GS BIG PUMP;BIG PUMP;EGS630-6;GS804;65465;;;0
849;GS BIG PUMP;BIG PUMP;EGS630-6;GS805;65474;;;0
850;GS BIG PUMP;BIG PUMP;EGS630-6;GS806;65475;;;0
851;WATER PUMP;WARMAN;EWP420;WP701;074/MDP/BFM/15;MLA135GB;;1405J242D
852;WATER PUMP;DREDGER PUMP;MARUNDA;WP428;ENC3-11372;SA12V140;;C3-11372
853;WATER PUMP;DREDGER PUMP;MINI DREDGER;WP604;EN318707;SA6D170E-3;;EN318707
854;WATER PUMP;WARMAN;EWP420;WP321;1;;;0
855;WATER PUMP;WARMAN;EWP420;WP485;1;;;0
856;WATER PUMP;WARMAN;EWP420;WP658;BP/0004E/14;;;0
857;GS SWP;KOMATSU;EGS630-6;GS1270;61583;SAA6D140-P580;;44332
858;GS SWP;KOMATSU;EGS630-6;GS766;65445;SAA6D140-P580;;40925
859;WATER PUMP;WARMAN;EWP420;WP615;1;;;0
860;WATER PUMP;WARMAN;EWP420;WP694;1;;;0
861;WATER PUMP;WARMAN;EWP420;WP706;1;;;0
862;GS SWP;KOMATSU;EGS630-6;GS730;30086;SAA6 D140-P580;;28933
863;GS SWP;KOMATSU;EGS630-6;GS840;65523;SAA6D140-P580;;41242
864;WATER PUMP;WARMAN;EWP420;WP649;1;;;0
865;WATER PUMP;WARMAN;EWP420;WP686;1;;;0
866;WATER PUMP;WARMAN;EWP420;WP747;1;;;0
867;GS SWP;KOMATSU;EGS630-6;GS749;65434;SAA6D140-P580;;40905
868;GS SWP;KOMATSU;EGS630-6;GS843;65522;SAA6D140-P580;;41241
869;WATER PUMP;WARMAN;EWP420;WP484;17/MDP/BFM/10;MLA135GB;;0
870;WATER PUMP;WARMAN;EWP420;WP709;BP/012/E/15;MLA135GB;;1405J256D
871;WATER PUMP;WARMAN;EWP420;WP756;PJ6001-1611119;MLA135GB;;0
872;GS SWP;KOMATSU;EGS630-6;GS1269;61585;SAA6D140-P580;;44338
873;GS SWP;KOMATSU;EGS630-6;GS850;65525;SAA6D140-P580;;41245
874;WATER PUMP;WARMAN;EWP420;WP614;52/MDP/BFM/12;MLA135GB;;0
875;WATER PUMP;WARMAN;EWP420;WP616;54/MDP/BFM/12;MLA135GB;;0
876;WATER PUMP;WARMAN;EWP420;WP707;BP/007/C/15;MLA135GB;;0
877;GS SWP;KOMATSU;EGS630-6;GS854;65529;SAA6D140-P580;;41251
878;GS SWP;KOMATSU;EGS630-6;GS1019;65404;SAA6D140-P580;;40431
879;WATER PUMP;WARMAN;EWP420;WP688;071/MDP/BFM/15;MLA135GB;;0
880;WATER PUMP;WARMAN;EWP420;WP697;BP/008/C/15;MLA135GB;;0
881;WATER PUMP;WARMAN;EWP420;WP696;BP/010/E/15;MLA135GB;;0
882;GS SWP;KOMATSU;EGS630-6;GS822;65435;SAA6D140-P580;;0
883;GS SWP;KOMATSU;EGS630-6;GS839;65517;SAA6D140-P580;;41232
884;WATER PUMP;WARMAN;EWP420;WP487;1;;;0
885;WATER PUMP;WARMAN;EWP420;WP724;1;;;0
886;WATER PUMP;WARMAN;EWP420;WP922;1;;;0
887;GS SWP;KOMATSU;EGS630-6;GS337;60033;SAA6D140-P580;;0
888;GS SWP;KOMATSU;EGS630-6;GS1041;61058;SAA6D140-P580;;42405
889;WATER PUMP;KSB;DND LSA 6x8 2H;WP1038;049-2207120-001 9974338749-1;C27;CAT;TWM07499
890;WATER PUMP;KSB;DND LSA 6x8 2H;WP1039;049-2207118-001  9974338749-1;C32;CAT;ZP200725
891;WATER PUMP;KSB;DND LSA 6x8 2H;WP1040;1;C32;CAT;ZP200721
892;WATER PUMP;MULTIFLO;MF-420EXHV;WP1027;;C32;CAT;TLD01996
893;WATER PUMP;MULTIFLO;MF-420EXHV;WP1065;MF-420EXHV-C3200022;C32;CAT;TLD02194
894;WATER PUMP;MULTIFLO;MF-420EXHV;WP1066;MF-420EXHV-C3200021;C32;CAT;TLD02203
895;WATER PUMP;MULTIFLO;MF-420EXHV;WP1070;MF-420EXHV-C3200024;C32;CAT;TLD02196
896;WATER PUMP;MULTIFLO;RF-85MV;WP1078;RF-CUSTOM000000019;C7.1;CAT;461-4658
897;DEWATERING PUMP;LEGRA;LEGRA 140;WP1084;140;C1.1;CAT;C7Y00480
898;WATER PUMP;MULTIFLO;RF-85MV;WP1079;RF-CUSTOM000000022;C7.1;CAT;G9R10336
899;WATER PUMP;MULTIFLO;RF-85MV;WP1108;RF-CUSTOM000000035;C7.1;CAT;G9R11875
900;MUD PUMP;DREDGER TYRE HY85/160B;DRHY85/160B;WP1081;7939;;;0
901;MUD PUMP;DREDGER TYRE HY85/160B;DRHY85/160B;WP1080;;;;0
902;WATER PUMP;MULTIFLO;MEB-420EXHV;WP1110;SKP2307001;EGS630;KOMATSU;44144
903;WATER PUMP;MULTIFLO;MEB-420EXHV;WP1111;SKP2308002;EGS630;KOMATSU;0
904;WATER PUMP;MULTIFLO;MEB-420EXHV;WP1112;SKP2308003;EGS630;KOMATSU;0
905;WATER PUMP;MULTIFLO;MFV420EXHV;WP1114;;C27;CAT;0
906;WATER PUMP;MULTIFLO;MFV420EXHV;WP1117;MF420EXHV-C3200029;C32;CAT;TLD02316
907;WATER PUMP;MULTIFLO;MFV420EXHV;WP1126;MF420EXHV-C3200032;C32;CAT;TLD02343
908;WATER PUMP;MULTIFLO;MFV420EXHV;WP1130;MF420EXHV-C3200031;C32;CAT;TLD02345
909;WATER PUMP;MULTIFLO;MFV420EXHV;WP1137;MF420EXHV-C3200037;C32;CAT;0
910;WATER PUMP;WARMAN;EWP420;WP319;1;;;0
911;WATER PUMP;WARMAN;EWP420;WP545;1;;;0
912;WATER PUMP;WARMAN;EWP420;WP546;1;;;0
913;WATER PUMP;MULTIFLO;MF-420EX;WP638;MF-420EX-350-06.24;C27;CAT;TWM03488
914;WATER PUMP;MULTIFLO;MFV290C;WP574;MF-290-093-05.23;CAT 3056;CATERPILLAR;1ML04537
915;GS SWP;KOMATSU;EGS630-6;GS620;65281;SAA6D140-P580;;39328
916;GS SWP;KOMATSU;EGS630-6;GS592;65258;SAA6D140-P580;;39142
917;MUD PUMP;ELICOT 370HP;ELICOT;WP500;DREDGER-370HP-0501570;;;JRE10909
918;DEWATERING PUMP;LEGRA;LEGRA 140;WP512;140-90;D905;KUBOTA;0
919;WATER PUMP;PAMA PERSADA;PPN90;WP470;6;QSB6,7;CUMMINS;46866726
920;GS SWP;KOMATSU;EGS630-6;GS252;30101;SAA6D140-P580;;39147
921;GS SWP;KOMATSU;EGS630-6;GS469;65201;SAA6 D125-P400;;38532
922;WATER PUMP;WARMAN;EWP-420C;WP274;;SAA6D140;KOMATSU;EN32124
923;WATER PUMP;WARMAN;Booster;WP431;65087;GS445;KOMATSU;105083
924;MUD PUMP;DRADGER;KT3;WP455;;KT19-C/KTTA19;CUMMINS;31123837
925;WATER PUMP;WARMAN;Booster;WP438;65098;GS474;KOMATSU;105495
926;WATER PUMP;WARMAN;Booster;WP439;65094;GS451;KOMATSU;0
927;WATER PUMP;MULTIFLO;MFV-420C;WP252;MFC-420-24-05.14;3412C;CATERPILLAR;EN38S21086
928;WATER PUMP;WARMAN;Booster;WP472;65117 (GS547);GS446/SAA6D125-P400;KOMATSU;105814
929;MUD PUMP;DRADGER;KT3;WP455;;KT19-C/KTTA19;CUMMINS;31123837
930;WATER PUMP;WARMAN;Booster;WP497;65129;GS564/SAA6D125-P400;KOMATSU;106203
931;WATER PUMP;WARMAN;Booster;WP434;65090;GS447;KOMATSU;105221
932;WATER PUMP;WARMAN;Booster;WP521;65166;GS653 (EGS3806) SAA6D125-P400;KOMATSU;107124
933;WATER PUMP;WARMAN;Booster;WP432;65089;/SAA6D125-P400;KOMATSU;105207
934;WATER PUMP;WARMAN;Booster;WP433;65091;GS448 / SAA6D125-P400;KOMATSU;105222
935;MUD PUMP;DREDGER TYRE HY85/160B;DRHY85/160B;WP770;;;;0
936;WATER PUMP;WARMAN;Booster;WP547;37/MDP/BFM/11;SAA6D125-P400;KOMATSU;106812
937;WATER PUMP;WARMAN;Booster;WP520;28/MDP/BPM/11;;;0
938;WATER PUMP;MULTIFLO;MFV290;WP114;MFV290C0101099;6BTA5.9;CUMMINS;46954752
939;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM378;WCA1F1513B1A30007;B3.3;CUMMINS;68330558
940;AIR COMPRESSOR;HYDROVANE;HV18PUAS;CM388;HV18-000025-1105;V18PEAS10-4035S100;;0
941;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM413;WCA1F1513C1A30023;B3.3;CUMMINS;72005318
942;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM414;WCA1F1513C1A30026;B3.3;CUMMINS;72005640
943;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM424;WCA1F1513C1A30024;B3.3;CUMMINS;72005317
944;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM425;WCA1F1513C1A30025;B3.3;CUMMINS;72004991
945;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM426;WCA1F1513C1A30035;B3.3;CUMMINS;7264995
946;AIR COMPRESSOR;HYDROVANE;HV18PUAS;CM433;HV18-000078-1210;V18PEAS10-4035S100;;0
947;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM462;WCA1F1513E1A30067;B3.3;CUMMINS;72013247
948;AIR COMPRESSOR;HYDROVANE;HV22PUAS;CM525;HV22-002176-001802;;;0
949;AIR COMPRESSOR;HYDROVANE;HV22PUAS;CM528;HV22-002192-001802;;;0
950;AIR COMPRESSOR;HYDROVANE;HV22PUAS;CM530;HV22-002179-001802;;;0
951;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM554;WCA1F1513J1A30130;B3.3;CUMMINS;72037582
952;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM555;WC1F1513J1A30131;B3.3;CUMMINS;72037579
953;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM560;WCA1F1513J1A30136;B3.3;CUMMINS;72039121
954;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM556;WCA1F1513H1A30110;B3.3;CUMMINS;72033816
955;AIR COMPRESSOR;HYDROVANE;HV18PUAS;CM629;V18-000925-1908;;;0
956;AIR COMPRESSOR;HYDROVANE;HV15PUAS;CM651;V15-002263-2209;;;0
957;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM658;852212222;B3.3;CUMMINS;72069431
958;AIR COMPRESSOR;HYDROVANE;HV22PUAS;CM670;V22-002497-2301;;;0
959;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM668;WCA1F2413P1A30013;;;0
960;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM705;WCA1F2413P1A30029;B3.3;CUMMINS;72071247
961;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM706;WCA1F2413P1A30030;;;0
962;AIR COMPRESSOR;HYDROVANE;HV22PUAS;CM689;V220025002301;;;0
963;AIR COMPRESSOR;HYDROVANE;HV22PUAS;CM690;V220025062301;;;0
964;AIR COMPRESSOR;HYDROVANE;HV22;CM731;V22-002526-2304;;;0
965;AIR COMPRESSOR;HYDROVANE;HV22;CM733;V22-002528-2305;;;0
966;AIR COMPRESSOR;KAESAR;MOBILAIR COMPRESSOR M100;CM717;2882;;;0
967;AIR COMPRESSOR;KAESAR;MOBILAIR COMPRESSOR M100;CM741;2888;;;0
968;AIR COMPRESSOR;HYDROVANE;HV30PEAS10-4035S100;CM085;HV30-000099-1203;;;0
969;AIR COMPRESSOR;ATLAS COPCO;GA18 FF-10;CM185;WUX232529;;;0
970;AIR COMPRESSOR;ATLAS COPCO;GA22-13 FF;CM213;WUX581295;;;0
971;AIR COMPRESSOR;ATLAS COPCO;XAHS70 DD7;CM285;AIA1528038;;;0
972;AIR COMPRESSOR;ATLAS COPCO;XAHS70 DD7;CM313;APP145609;;;0
973;AIR COMPRESSOR;ING - RAND;SS-T30;CM295;1020239;TF155R;YANMAR;120239
974;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM377;WCA1F1513B1A30004;B3.3;CUMMINS;68330344
975;AIR COMPRESSOR;ATLAS COPCO;GA22-13 FF;CM210;WUX581132;;;0
976;AIR COMPRESSOR;COM AIR;DLT0704/C60-12;CM448;WCA1F1513D1A30056;B3.3;CUMMINS;72012608
977;AIR COMPRESSOR;ATLAS COPCO;XATS 67;CM192;AIP658836;;;0
978;AIR COMPRESSOR;ATLAS COPCO;GA22-13 FF;CM212;WUX581307;;;0
979;AIR COMPRESSOR;HYDROVANE;148PUAS;CM352;HV15-000045-1107;;;0
980;AIR COMPRESSOR;HYDROVANE;HV30PEAS10-4035S100;CM431;HV30-000098-1203;V18PEAS10-4035S100;;0
981;AIR COMPRESSOR;ATLAS COPCO;GA 33 VSD AFF;CM174;AIP 421642;;;0
982;AIR COMPRESSOR;ATLAS COPCO;XAHS 70 DD7;CM230;AIP776300;D2011 L02;DEUTZ;16789159
983;AIR COMPRESSOR;ATLAS COPCO;XATS 67;CM287;APP112807;D2011 L03;DEUTZ;10894423
984;AIR COMPRESSOR;ING - RAND;SS-T30;CM247;621182;;;0
985;AIR COMPRESSOR;ING - RAND;SS-T30;CM249;820101;;;0
986;AIR COMPRESSOR;HYDROVANE;HV18PUAS;CM420;HV18-0000 50-1205;V18PEAS10-4035S100;;0
987;AIR COMPRESSOR;FUSHENG;HTA80;CM163;T0501089;TF65;YANMAR;T0501089
988;AIR COMPRESSOR;HYDROVANE;HV837PUAS10-4035S200;CM912;80032;;;0
989;AIR COMPRESSOR;ING - RAND;SS-T30;;621214;;;0
990;AIR COMPRESSOR;COM AIR;DLT0704;CM410;WCA1F1513C1A30018;B3,3;CUMMINS;WCA1F1513C1A30018
991;AIR COMPRESSOR;FUSHENG;HTA120;CM086;210321;TS190R-DI;YANMAR;0
992;AIR COMPRESSOR;ING - RAND;SS-T30;CM072;9635567;TS190R-DI;YANMAR;0
993;AIR COMPRESSOR;FUSHENG;HTA120;CM125;106022;TS190R-DI;YANMAR;19782
994;AIR COMPRESSOR;FUSHENG;HTA120;CM162;T0304187;TS190R-DI;YANMAR;T0304187
995;AIR COMPRESSOR;HYDROVANE;HV37;CM440;V37-000395-1111;ELECTRIC HYDROVANE HV3;;0
996;AIR COMPRESSOR;ATLAS COPCO;XAHS 70 DD7;CM246;AIP788469;D2011 L02;DEUTZ;10823861
997;AIR COMPRESSOR;HYDROVANE;HV830PUAS10-4035S200;CM222;80022;;;0
998;AIR COMPRESSOR;HYDROVANE;HV837PUAS10-4035S200;CM911;80023;;;0
999;AIR COMPRESSOR;HYDROVANE;HV18PUAS;CM419;HV18-000025-1105;V18PEAS10-4035S100;;0
1000;AIR COMPRESSOR;HYDROVANE;HV15PUAS;CM366;;;;0
1001;AIR COMPRESSOR;ING - RAND;SS-T30;CM248;621214;;;0
1002;AIR COMPRESSOR;ING - RAND;SS-T30;CM250;820102;;;0
1003;AIR COMPRESSOR;ING - RAND;SS-T30;CM248;621214;;;0
1004;AIR COMPRESSOR;ING - RAND;SS-T30;CM250;820102;;;0
1005;AIR COMPRESSOR;ING - RAND;SS-T30;CM294;1020242;;;0
1006;AIR COMPRESSOR;ATLAS COPCO;XAHS70 DD7;CM314;;;;0
1007;AIR COMPRESSOR;ATLAS COPCO;XATS 67;CM186;AIP633522;;;0
1008;AIR COMPRESSOR;HYDROVANE;HV830PUAS10-4035S200;CM223;80054;;;0
1009;AIR COMPRESSOR;ING - RAND;SS-T30;CM266;1020048;TF155R;YANMAR;5020620
1010;WELDER, CO2;PANASONIC;YD500KRI;WC127;L;;;0
1011;WELDER, CO2;PANASONIC;YD500KRI;WC137;L;;;0
